date,accident_type,plane_type,operator,fatalities,category,first_flight,phase,nature
03-SEP-1956,Result - Damaged on the ground,Consolidated PBY-5A Catalina,Unknown,0,O1,,Standing (STD),-
17-SEP-1956,Result - Damaged on the ground,Avro 685 York C.1,Persian Air Services,,O1,1946,Standing (STD),-
26-SEP-1956,Result - Damaged on the ground,Shorts S.45 Solent 3,Aquila Airways,0,O1,,Standing (STD),-
01-OCT-1956,Result - Damaged on the ground,Vickers 739 Viscount,Misrair,,C1,1955,Standing (STD),-
15-JAN-1957,Result - Damaged on the ground,Douglas C-118A (DC-6),USAF,0,O1,1955,Standing (STD),Military
15-JAN-1957,Result - Damaged on the ground,Douglas C-124C Globemaster II,USAF,0,O1,,Standing (STD),Military
19-JUN-1957,Result - Damaged on the ground,Curtiss C-46A,Western Hemisphere Import Export Co.,0,O1,1944,Standing (STD),-
19-JUN-1957,Result - Damaged on the ground,Curtiss C-46A,Western Hemisphere Import Export Co.,0,O1,1945,Standing (STD),-
28-JUN-1957,Result - Damaged on the ground,Lockheed L-1049 Super Constellation,Eastern Air Lines,0,O1,1952,Standing (STD),-
28-JUN-1957,Result - Damaged on the ground,Douglas DC-7B,Eastern Air Lines,0,O1,1955,Taxi (TXI),Training
31-AUG-1957,Result - Damaged on the ground,UC-1 Otter (DHC-3),US Navy,0,O1,1956,Standing (STD),Military
02-NOV-1957,Result - Damaged on the ground,Douglas C-54 (DC-4),Air France,0,O1,1943,Unknown (UNK),Unknown
26-FEB-1958,Result - Damaged on the ground,Vickers 657 Viking 1,Eagle Aviation,,O1,1946,Standing (STD),Unknown
24-APR-1958,Result - Damaged on the ground,Antonov An-2T,"GUSMP, Directorate of Polar Aviation",0,O1,,Standing (STD),-
05-MAY-1958,Result - Damaged on the ground,Handley Page Marathon T.2,RAF,0,A1,1950,Taxi (TXI),Military
09-MAY-1958,Result - Damaged on the ground,Fairchild F-27,Fairchild,0,O1,1958,Standing (STD),-
13-MAY-1958,Result - Damaged on the ground,Consolidated PBY-5A Catalina,Air America,,O1,,Standing (STD),-
18-MAY-1958,Result - Damaged on the ground,Douglas C-47B (DC-3),Indonesian AF,0,C1,1945,Standing (STD),Military
25-MAY-1958,Result - Damaged on the ground,Lockheed RC-121D Super Constellatio,USAF,0,A1,1956,Standing (STD),Military
28-MAY-1958,Result - Damaged on the ground,Antonov An-2T,"GUSMP, Directorate of Polar Aviation",0,O1,,Standing (STD),-
??-MAY-1958,Result - Damaged on the ground,Antonov An-2,Aeroflot,,O1,,Standing (STD),-
13-JUL-1958,Result - Damaged on the ground,Douglas C-47A (DC-3),Quebecair,0,O1,1944,Standing (STD),-
13-JUL-1958,Result - Damaged on the ground,Douglas C-47A (DC-3),Quebecair,0,O1,1943,Standing (STD),-
13-JUL-1958,Result - Damaged on the ground,Douglas C-47A (DC-3),Quebecair,0,O1,1943,Standing (STD),-
13-JUL-1958,Result - Damaged on the ground,Douglas C-48 (DC-3),Quebecair,0,O1,1940,Standing (STD),-
13-JUL-1958,Result - Damaged on the ground,Douglas C-47A (DC-3),Quebecair,0,O1,1944,Standing (STD),-
10-NOV-1958,Result - Damaged on the ground,Vickers 724 Viscount,TCAL,0,O1,1954,Standing (STD),International Scheduled Passenger
??-???-1958,Result - Damaged on the ground,Vickers 663 Viscount,UK Ministry of Supply,0,O1,1950,Standing (STD),Unknown
03-JUN-1959,Result - Damaged on the ground,de Havilland DH-106 Comet 2R,RAF,0,O1,1955-07-18,Standing (STD),Military
22-JUN-1959,Result - Damaged on the ground,Boeing KC-135A Stratotanker,USAF,0,O1,1958-07-29,Standing (STD),Military
02-AUG-1959,Result - Damaged on the ground,Douglas DC-3-277C,Capital Airlines,0,O1,1940,Standing (STD),-
21-AUG-1959,Result - Damaged on the ground,Martin 2-0-2A,Pacific Air Lines,0,O1,,Standing (STD),Unknown
29-SEP-1959,Result - Damaged on the ground,Douglas DC-3-178,Willys-Overland do Brasil Ltda,0,A2,1936,Standing (STD),Unknown
04-DEC-1959,Result - Damaged on the ground,Douglas C-47A (DC-3),Brazilian AF,0,O1,1944,Standing (STD),Military
26-JAN-1960,Result - Damaged on the ground,Consolidated P4Y-2 Privateer,ALAS Guaranies,0,O1,,Standing (STD),-
03-FEB-1960,Result - Damaged on the ground,Boeing KC-135A Stratotanker,USAF,0,O1,1958-08-06,Standing (STD),Military
03-FEB-1960,Result - Damaged on the ground,Boeing KC-135A Stratotanker,USAF,0,O1,1958-08-19,Standing (STD),Military
23-MAR-1960,Result - Damaged on the ground,Consolidated PBY-5A Catalina,Private,0,C1,,Standing (STD),Private
28-APR-1960,Result - Damaged on the ground,Consolidated C-10A Catalina (PBY-5A,Brazilian AF,0,O1,,Standing (STD),Military
14-DEC-1960,Result - Damaged on the ground,Douglas C-47B (DC-3),RAAF,0,O1,1945,Standing (STD),Military
15-DEC-1960,Result - Damaged on the ground,Douglas C-47D,Air Laos,,C1,1944,Standing (STD),Unknown
23-DEC-1960,Result - Damaged on the ground,Scottish Aviation Twin Pioneer 1,Australian Iron & Steel,0,O1,1956-12-27,Standing (STD),-
23-FEB-1961,Result - Damaged on the ground,Douglas C-47B (DC-3),REAL,0,O1,1945,Standing (STD),-
15-APR-1961,Result - Damaged on the ground,Douglas DC-3A,Cubana,0,C1,1943,Standing (STD),-
15-APR-1961,Result - Damaged on the ground,Douglas DC-3A-228C,Cubana,0,C1,1940,Standing (STD),-
19-JUN-1961,Result - Damaged on the ground,Nord 2501 Noratlas,French AF,,C1,,Standing (STD),Military
20-JUN-1961,Result - Damaged on the ground,Lockheed L-749A Constellation,IAS,,O1,1950,Standing (STD),Unknown
20-JUN-1961,Result - Damaged on the ground,Douglas DC-7,ONA,,U1,1954,Standing (STD),Unknown
13-SEP-1961,Result - Damaged on the ground,Douglas C-47B (DC-3),UN,,C1,1944,Standing (STD),-
15-SEP-1961,Result - Damaged on the ground,Douglas DC-4-1009,Air Katanga,0,C1,1947,Standing (STD),-
16-SEP-1961,Result - Damaged on the ground,Douglas C-54D (DC-4),Starways,,C1,1945,Standing (STD),-
06-OCT-1961,Result - Damaged on the ground,Blackburn Beverley C.1,RAF,0,C1,1958-03-19,Standing (STD),Military
08-OCT-1961,Result - Damaged on the ground,Douglas C-54A (DC-4),Lloyd Int. Airways,0,O1,1943,Standing (STD),Unknown
??-OCT-1961,Result - Damaged on the ground,Lockheed C-130B Hercules,USAF,0,O1,1960,Standing (STD),Military
14-NOV-1961,Result - Damaged on the ground,Douglas DC-7C,Braniff Airways,0,O1,1956,Standing (STD),-
06-DEC-1961,Result - Damaged on the ground,Douglas C-47A (DC-3),Katanga Government,0,C1,1943,Standing (STD),-
25-JAN-1962,Result - Damaged on the ground,Boeing KC-135A Stratotanker,USAF,0,A1,1958-04-30,Standing (STD),Military
05-APR-1962,Result - Damaged on the ground,Douglas C-47A (DC-3),Garuda,,U1,1944,Standing (STD),Unknown
26-APR-1962,Result - Damaged on the ground,Lockheed L-749A Constellation,Air Algérie,0,C1,1950,Standing (STD),-
03-MAY-1962,Result - Damaged on the ground,Douglas C-54A (DC-4),Indian Airlines,0,O1,1944,Standing (STD),-
23-MAY-1962,Result - Damaged on the ground,Nord 2501 Noratlas,French AF,,C1,,Standing (STD),Military
03-JUL-1962,Result - Damaged on the ground,Short S.25 Sandringham 4,Ansett,0,O1,,Standing (STD),-
31-AUG-1962,Result - Damaged on the ground,Lockheed C-121G Super Constellation,USAF,,U1,1953,Standing (STD),Military
??-AUG-1962,Result - Damaged on the ground,Tupolev Tu-114D,Aeroflot / Moscow,0,O1,1962,Standing (STD),-
12-OCT-1962,Result - Damaged on the ground,Martin JRM-2 Mars,Forest Industries Flying Tankers,0,O1,1948,Standing (STD),-
11-JAN-1963,Result - Damaged on the ground,Curtiss C-46E,Maritime Central Airways,0,O1,1945,Standing (STD),-
15-FEB-1963,Result - Damaged on the ground,Nord 2501 Noratlas,French AF,0,O1,,Standing (STD),Military
12-MAR-1963,Result - Damaged on the ground,Antonov An-6,Polyarnaya Aviatsiya,0,O1,,Standing (STD),-
12-MAR-1963,Result - Damaged on the ground,Antonov An-6,Aeroflot / Polar,0,O1,1958,Standing (STD),-
16-MAR-1963,Result - Damaged on the ground,Tupolev Tu-104A,CSA,,O1,1957,Standing (STD),-
03-APR-1963,Result - Damaged on the ground,Douglas C-54A (DC-4),Argentine Navy,0,O1,1943,Standing (STD),Military
03-APR-1963,Result - Damaged on the ground,Douglas LC-47A (DC-3),Argentine Navy,0,O1,1944,Standing (STD),Military
04-APR-1963,Result - Damaged on the ground,Grumman G-73 Mallard,Hudson Bay Air Transport,0,O1,1947,Standing (STD),-
05-MAY-1963,Result - Damaged on the ground,Douglas DC-4,Paraense Transportes Aéreos,0,O1,1944,Standing (STD),Unknown
30-MAY-1963,Result - Damaged on the ground,Convair CV-990,American Airlines,0,O1,1962,Standing (STD),-
31-MAY-1963,Result - Damaged on the ground,Douglas C-47A (DC-3),USAF,,O1,1943,Standing (STD),Military
31-JUL-1963,Result - Damaged on the ground,Douglas C-133A Cargomaster,USAF,0,O1,1958,Standing (STD),Military
27-AUG-1963,Result - Damaged on the ground,Lockheed C-130A Hercules,USAF,,O1,1957,Standing (STD),Military
29-AUG-1963,Result - Damaged on the ground,Douglas C-47B (DC-3),East African Airways,0,O1,1945,Standing (STD),Unknown
12-OCT-1963,Result - Damaged on the ground,Douglas C-47 (DC-3),TAM Paraguay,0,O1,,Standing (STD),-
24-OCT-1963,Result - Damaged on the ground,Douglas C-54A (DC-4),"Icelandair, op.for Danish Government",0,O1,1944,Standing (STD),-
24-OCT-1963,Result - Damaged on the ground,Consolidated Vultee PBY-6A Catalina,Danish AF,0,O1,1945-09-14,Standing (STD),-
24-OCT-1963,Result - Damaged on the ground,Consolidated Vultee PBY-6A Catalina,Danish AF,0,O1,1945-07-04,Standing (STD),-
01-NOV-1963,Result - Damaged on the ground,Douglas C-53C (DC-3),Lake Central Airlines,0,O1,1942,Standing (STD),-
17-FEB-1964,Result - Damaged on the ground,VEB 14P,Malev,0,O1,,Standing (STD),-
24-MAR-1964,Result - Damaged on the ground,Scottish Aviation Twin Pioneer 2,Continental Air Services,0,O1,1959,Standing (STD),-
24-MAR-1964,Result - Damaged on the ground,Scottish Aviation Twin Pioneer 2,Continental Air Services,0,O1,1959,Standing (STD),-
20-MAY-1964,Result - Damaged on the ground,Douglas C-47A (DC-3),Fleming,,O1,1944,Standing (STD),-
01-JUN-1964,Result - Damaged on the ground,Douglas R5D-2 (DC-4),US Navy,,O1,1945,Standing (STD),Military
03-JUL-1964,Result - Damaged on the ground,Douglas C-47A (DC-3),South African AF,0,O1,1943,Standing (STD),Military
04-AUG-1964,Result - Damaged on the ground,Douglas C-47B (DC-3),Zambian Air Force,,O1,1945,Standing (STD),Military
08-AUG-1964,Result - Damaged on the ground,Douglas C-47B (DC-3),Zambian Air Force,,O1,1945,Standing (STD),Military
27-AUG-1964,Result - Damaged on the ground,Canadair DC-4M2 North Star,LEBCA,0,O1,,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Canadair DC-4M2 North Star,Keegan Aviation,0,O1,,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Canadair DC-4M2 North Star,LEBCA,0,O1,,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Curtiss C-46F,Argonaut Airways,0,O1,1945,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Curtiss C-46A,Airlift Int.,0,O1,1944,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Curtiss C-46F,Airlift Int.,0,O1,1945,Standing (STD),-
27-AUG-1964,Result - Damaged on the ground,Douglas C-47B (DC-3),Boreas,0,O1,1945,Standing (STD),-
26-NOV-1964,Result - Damaged on the ground,Douglas C-48B (DC-3),VASP,0,O1,1937,Standing (STD),-
11-JAN-1965,Result - Damaged on the ground,Lockheed C-130B Hercules,USAF,0,A1,1959,Standing (STD),Military
11-JAN-1965,Result - Damaged on the ground,Lockheed C-130B Hercules,USAF,0,O1,1959,Standing (STD),Military
28-MAR-1965,Result - Damaged on the ground,Fairchild C-123B Provider,USAF,0,A1,,Standing (STD),Military
28-APR-1965,Result - Damaged on the ground,Lockheed EC-121K Super Constellatio,US Navy,0+ 1,O1,1956,Standing (STD),Military
29-MAY-1965,Result - Damaged on the ground,Douglas Dakota IV (DC-3),RAF,0,C1,1944,Standing (STD),Military
01-JUL-1965,Result - Damaged on the ground,Lockheed C-130A Hercules,USAF,0,C1,1957,Standing (STD),Military
01-JUL-1965,Result - Damaged on the ground,Lockheed C-130A Hercules,USAF,0,C1,1957,Standing (STD),Military
04-SEP-1965,Result - Damaged on the ground,Consolidated PBY-5A Catalina,French Navy,0,O1,,Standing (STD),-
06-SEP-1965,Result - Damaged on the ground,Fairchild C-119G Flying Boxcar,Indian AF,0,C1,,Standing (STD),Military
07-SEP-1965,Result - Damaged on the ground,Douglas DC-3,Indian Airlines,0,C1,,Standing (STD),-
07-SEP-1965,Result - Damaged on the ground,Douglas C-47 (DC-3),Indian AF,,C1,,Standing (STD),Military
08-SEP-1965,Result - Damaged on the ground,CC-108 Caribou,RCAF,0,C1,1963,Standing (STD),Military
10-SEP-1965,Result - Damaged on the ground,Fairchild C-119G Flying Boxcar,Indian AF,0,C1,,Standing (STD),Military
14-SEP-1965,Result - Damaged on the ground,Fairchild C-119G Flying Boxcar,Indian AF,0,C1,,Standing (STD),Military
14-SEP-1965,Result - Damaged on the ground,Douglas C-47 (DC-3),Indian AF,,C1,,Standing (STD),Military
14-SEP-1965,Result - Damaged on the ground,Douglas C-47 (DC-3),Indian AF,,C1,,Standing (STD),Military
14-SEP-1965,Result - Damaged on the ground,Douglas C-47 (DC-3),Indian AF,,C1,,Standing (STD),Military
14-SEP-1965,Result - Damaged on the ground,Douglas C-47 (DC-3),Indian AF,,C1,,Standing (STD),Military
11-OCT-1965,Result - Damaged on the ground,Douglas C-124C Globemaster II,USAF,0,O1,,Standing (STD),Military
25-NOV-1965,Result - Damaged on the ground,Douglas DC-8-54F,Trans Caribbean Airways,0,O1,1964,Standing (STD),-
27-JAN-1966,Result - Damaged on the ground,Lockheed EC-121M Super Constellatio,US Navy,0,O1,1954,Standing (STD),Military
14-MAR-1966,Result - Damaged on the ground,Grumman HU-16B Albatross,USAF,2,C1,,Standing (STD),Military
13-APR-1966,Result - Damaged on the ground,Fairchild C-123B Provider,USAF,0,C1,,Standing (STD),Military
09-JUL-1966,Result - Damaged on the ground,Martin 4-0-4,Piedmont Airlines,0,A1,,Standing (STD),Domestic Scheduled Passenger
13-JUL-1966,Result - Damaged on the ground,CV-2A Caribou,US Army,,C1,1962,Standing (STD),Military
07-SEP-1966,Result - Damaged on the ground,Lockheed C-141A-LM Starlifter,USAF,0+ 3,O1,,Standing (STD),Military
18-OCT-1966,Result - Damaged on the ground,Lockheed L-1049C Super Constellatio,Eastern Air Lines,0,O1,1953,Standing (STD),-
18-FEB-1967,Result - Damaged on the ground,Douglas RC-47P,USAF,0,O1,1945,Standing (STD),Military
19-APR-1967,Result - Damaged on the ground,Boeing KC-135A Stratotanker,USAF,0,O1,1957-09-24,Standing (STD),Military
05-MAY-1967,Result - Damaged on the ground,Canadair CC-109 Cosmopolitan,RCAF,0,O1,,Standing (STD),-
05-JUN-1967,Result - Damaged on the ground,Douglas DC-7,Alia,0,C1,1954,Standing (STD),-
05-JUN-1967,Result - Damaged on the ground,Douglas DC-7,Alia,,C1,1954,Unknown (UNK),Unknown
05-JUN-1967,Result - Damaged on the ground,Learjet 23,Libyan Arab Airlines,0,C1,,Standing (STD),-
05-JUN-1967,Result - Damaged on the ground,Antonov An-12BP,Egyptian AF,,C1,,Standing (STD),Military
03-MAR-1952,"Result - Emergency, forced landing - crashed during",Vickers Valetta C.1,RAF,0,A1,1948-11-04,Approach (APR),Military
01-JUL-1968,"Result - Emergency, forced landing - crashed during",Antonov An-2M,Aeroflot / Ukraine,2,A1,1967,Takeoff (TOF),Agricultural
04-APR-1974,"Result - Emergency, forced landing - crashed during",Douglas DC-4,Wenela,78,A1,1944,Approach (APR),International Scheduled Passenger
04-APR-1975,"Result - Emergency, forced landing - crashed during",Lockheed C-5A Galaxy,USAF,138,A1,,En route (ENR),Military
08-FEB-1976,"Result - Emergency, forced landing - crashed during",Douglas YC-112A-DO (DC-6),Mercer Airlines,3,A1,1946-02-15,Approach (APR),Ferry/positioning
04-APR-1977,"Result - Emergency, forced landing - crashed during",DC-9-31,Southern Airways,63+ 9,A1,1971,En route (ENR),Domestic Scheduled Passenger
06-NOV-1982,"Result - Emergency, forced landing - crashed during",Learjet 24D,Duncan Aviation,0,A1,,En route (ENR),Military
12-MAY-1999,"Result - Emergency, forced landing - crashed during",Antonov An-26,"Volga Atlantic Airlines, op.for Avita",0,C1,1980,En route (ENR),Cargo
14-AUG-2000,"Result - Emergency, forced landing - crashed during",Rockwell Sabreliner 75A,Colonels Inc.,2,A1,1975,En route (ENR),Executive
28-NOV-2002,"Result - Emergency, forced landing - crashed during",Let L-410UVP-E20,Eagle Aviation,1,A1,1987,Approach (APR),Domestic Non Scheduled Passenger
26-DEC-2002,"Result - Emergency, forced landing - crashed during",Embraer C-95A Bandeirante (EMB-110K,Brazilian AF,3,A1,1978,Approach (APR),Military
17-JAN-2003,"Result - Emergency, forced landing - crashed during",Antonov An-24B,"Tiramavia, op.for Aerocom",7,A1,1968,En route (ENR),Ferry/positioning
09-JAN-2006,"Result - Emergency, forced landing - crashed during",Dassault Falcon 20E,Iranian Revolutionary Guard,11,A1,1975,Unknown (UNK),Military
03-APR-2006,"Result - Emergency, forced landing - crashed during",Lockheed C-5B Galaxy,USAF,0,A1,1986,Approach (APR),Military
15-SEP-2009,"Result - Emergency, forced landing - crashed during",Cessna 208 Caravan I,North American Flight Services,0,A1,1985,En route (ENR),Domestic Non Scheduled Passenger
03-JUN-2012,"Result - Emergency, forced landing - crashed during",DC-9-83 (MD-83),Dana Air,153+ 6,A1,1990,Approach (APR),Domestic Scheduled Passenger
17-DEC-2012,"Result - Emergency, forced landing - crashed during",Antonov An-26-100,Amazon Sky,4,A1,1978,En route (ENR),Cargo
16-SEP-2015,"Result - Emergency, forced landing - crashed during",Antonov An-2R,Yenisei Airline,0,A1,1970,En route (ENR),Ferry/positioning
date unk.,"Result - Emergency, forced landing - Ditching",Lisunov Li-2,Aeroflot / West Siberia,,A1,1948,Unknown (UNK),Unknown
13-JAN-1923,"Result - Emergency, forced landing - Ditching",Aeromarine 75,Aeromarine Airways,4,A1,,En route (ENR),International Scheduled Passenger
21-OCT-1926,"Result - Emergency, forced landing - Ditching",Handley Page W.10,Imperial Airways,0,A1,,En route (ENR),International Scheduled Passenger
17-JUN-1929,"Result - Emergency, forced landing - Ditching",Handley Page W.10,Imperial Airways,7,A1,1926,En route (ENR),International Scheduled Passenger
26-OCT-1929,"Result - Emergency, forced landing - Ditching",Short S.8/1 Calcutta,Imperial Airways,7,A1,,En route (ENR),International Scheduled Passenger
07-FEB-1930,"Result - Emergency, forced landing - Ditching",Junkers R-42 (G.24),Chilean AF,3,A1,,En route (ENR),Military
31-DEC-1935,"Result - Emergency, forced landing - Ditching",Short S.8 Calcutta,Imperial Airways,12,A1,,En route (ENR),International Scheduled Passenger
08-AUG-1937,"Result - Emergency, forced landing - Ditching",Sikorsky S-43W,CNAC,3,A1,1936,Landing (LDG),International Scheduled Passenger
24-AUG-1938,"Result - Emergency, forced landing - Ditching",Douglas DC-2-221,CNAC,14,C2,1937,En route (ENR),Domestic Scheduled Passenger
29-NOV-1938,"Result - Emergency, forced landing - Ditching",Douglas DC-3A-191,United Airlines,5,A1,1937,En route (ENR),Domestic Scheduled Passenger
21-JAN-1939,"Result - Emergency, forced landing - Ditching",Short S.23 Empire Flying Boat Mk II,Imperial Airways,3,A1,1936,En route (ENR),International Scheduled Passenger
11-AUG-1939,"Result - Emergency, forced landing - Ditching",Lockheed 14-WF62 Super Electra,Imperial Airways,0,A1,1938,En route (ENR),International Scheduled Passenger
13-AUG-1939,"Result - Emergency, forced landing - Ditching",Sikorsky S-43B,Pan Am,14,A1,1936,Approach (APR),International Scheduled Passenger
21-DEC-1939,"Result - Emergency, forced landing - Ditching",Lockheed 14-WF62 Super Electra,British Airways,5,A1,1938,En route (ENR),International Scheduled Passenger
15-JAN-1941,"Result - Emergency, forced landing - Ditching",Savoia-Marchetti SM-75C,LATI,10,A1,,En route (ENR),International Scheduled Passenger
23-JUN-1942,"Result - Emergency, forced landing - Ditching",Lockheed 414 Hudson III,"RAF, op.for BOAC",0,A1,,En route (ENR),Passenger
13-AUG-1942,"Result - Emergency, forced landing - Ditching",Lioré-et-Olivier H.246.1,Air France,4,C1,,En route (ENR),International Scheduled Passenger
